#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 09P01: Fluted Rock, AZ
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fluted Rock (09P01) 
# Arizona  SNOW COURSE/AERIAL MARKER Site - 7800 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:51:50 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
2000,Dec 30,0,0.0,Jan 31,6,0.6,Feb 29,0,0.0,Mar 30,0,0.0,,,,,,
2001,Jan 02,0,0.0,Feb 01,17,2.9,Feb 28,16,4.5,Mar 29,4,1.4,,,,,,
2002,Dec 26,9,1.6,Jan 31,11,2.2,Feb 28,6,1.2,Mar 25,0,0.0,,,,,,
2003,Dec 30,6,1.0,Jan 30,0,0.0,Feb 27,9,1.8,Mar 27,3,1.3,,,,,,
2004,Dec 30,5,1.0,Jan 29,10,2.2,Feb 26,14,3.2,Apr 01,0,0.0,,,,,,
2005,Jan 03,4,0.8,Jan 27,4,1.4,Mar 01,11,2.8,Apr 01,2,0.8,,,,,,
2006,Dec 30,0,0.0,Jan 30,2,0.4,Feb 28,0,0.0,Mar 27,0,0.0,,,,,,
2007,Dec 28,2,0.4,Jan 31,16,2.1,Feb 26,15,4.4,Apr 02,0,0.0,,,,,,
2008,Dec 26,6,1.2,Jan 28,18,3.9,Feb 25,28,7.4,Mar 31,0,0.0,,,,,,
2009,Dec 31,16,3.8,Jan 29,9,3.0,Feb 26,8,3.7,Mar 27,2,0.3,,,,,,
2010,Dec 28,9,1.6,Jan 27,32,7.2,Feb 25,31,8.0,Mar 30,15,5.8,,,,,,
2011,Dec 27,0,0.0,Jan 27,4,1.2,Feb 28,6,1.6,Mar 30,0,0.0,,,,,,
2012,Dec 27,7,1.2,Jan 25,5,1.0,Feb 27,1,0.3,Mar 27,0,0.0,,,,,,
2013,Dec 29,12,2.2,Jan 31,9,2.3,Feb 28,11,3.3,Mar 27,0,0.0,,,,,,
2014,Dec 27,7,1.3,Jan 28,2,0.4,Feb 25,0,0.0,Mar 26,0,0.0,,,,,,
2015,Dec 28,5,0.8,Jan 27,5,1.6,Feb 25,4,0.4,Mar 27,0,0.0,,,,,,
2016,Dec 28,8,1.7,Jan 26,14,3.2,Feb 22,7,2.6,Mar 25,0,0.0,,,,,,
2017,Dec 29,1,0.3,Jan 31,15,2.9,Feb 22,4,1.5,Mar 30,0,0.0,,,,,,
2018,Dec 26,0,0.0,Jan 31,4,0.9,Mar 01,2,0.7,Mar 26,0,0.0,,,,,,
2019,Dec 27,9,1.7,Jan 29,17,4.1,Feb 28,19,6.3,Mar 27,0,0.0,,,,,,
2020,Dec 24,2,0.6,Jan 30,13,3.2,Feb 26,9,2.4,,,,,,,,,
2021,Dec 28,3,0.6,Jan 28,13,2.2,Feb 25,10,2.6,Mar 31,0,0.0,,,,,,
2022,Dec 27,6,1.3,Jan 12,12,3.0,Mar 01,12,3.6,Mar 31,0,0.0,,,,,,
2023,Dec 27,2,0.3,Jan 30,20,5.0,,,,Mar 31,26,7.7,,,,,,
2024,,,,,,,,,,,,,,,,,,
